"AGE"	"POP"	"time"	"SEX"
14	-500367	2031	"Male"
15	-509862	2031	"Male"
16	-519795	2031	"Male"
17	-530109	2031	"Male"
18	-540821	2031	"Male"
19	-551438	2031	"Male"
20	-561085	2031	"Male"
21	-569888	2031	"Male"
22	-578629	2031	"Male"
23	-582063	2031	"Male"
24	-578934	2031	"Male"
25	-565713	2031	"Male"
26	-568965	2031	"Male"
27	-587354	2031	"Male"
28	-598928	2031	"Male"
29	-608836	2031	"Male"
30	-616563	2031	"Male"
31	-615563	2031	"Male"
32	-653182	2031	"Male"
33	-656020	2031	"Male"
34	-656986	2031	"Male"
35	-669145	2031	"Male"
36	-672249	2031	"Male"
37	-621110	2031	"Male"
38	-614573	2031	"Male"
39	-624946	2031	"Male"
40	-612662	2031	"Male"
41	-603870	2031	"Male"
42	-614141	2031	"Male"
43	-641165	2031	"Male"
44	-663306	2031	"Male"
45	-678955	2031	"Male"
46	-699686	2031	"Male"
47	-718233	2031	"Male"
48	-720985	2031	"Male"
49	-722483	2031	"Male"
50	-740538	2031	"Male"
51	-773340	2031	"Male"
52	-758713	2031	"Male"
53	-784570	2031	"Male"
54	-805240	2031	"Male"
55	-830646	2031	"Male"
56	-876421	2031	"Male"
57	-933983	2031	"Male"
58	-934374	2031	"Male"
59	-909156	2031	"Male"
60	-882612	2031	"Male"
61	-855231	2031	"Male"
62	-852903	2031	"Male"
63	-830530	2031	"Male"
64	-776018	2031	"Male"
65	-681406	2031	"Male"
66	-777057	2031	"Male"
67	-745199	2031	"Male"
68	-718243	2031	"Male"
69	-690877	2031	"Male"
70	-682712	2031	"Male"
71	-680851	2031	"Male"
72	-684277	2031	"Male"
73	-655867	2031	"Male"
74	-638600	2031	"Male"
75	-658753	2031	"Male"
76	-662131	2031	"Male"
77	-658406	2031	"Male"
78	-676383	2031	"Male"
79	-690863	2031	"Male"
80	-708985	2031	"Male"
81	-733367	2031	"Male"
82	-748770	2031	"Male"
83	-697827	2031	"Male"
84	-576556	2031	"Male"
85	-383044	2031	"Male"
86	-390992	2031	"Male"
87	-408211	2031	"Male"
88	-365629	2031	"Male"
89	-334063	2031	"Male"
90	-284340	2031	"Male"
91	-224777	2031	"Male"
92	-172411	2031	"Male"
93	-154996	2031	"Male"
94	-131927	2031	"Male"
95	-105981	2031	"Male"
96	-80673	2031	"Male"
97	-60774	2031	"Male"
98	-46182	2031	"Male"
99	-33752	2031	"Male"
100	-64167	2031	"Male"
0	-428794	2032	"Male"
1	-430374	2032	"Male"
2	-432446	2032	"Male"
3	-434778	2032	"Male"
4	-436942	2032	"Male"
5	-439219	2032	"Male"
6	-441987	2032	"Male"
7	-445602	2032	"Male"
8	-450106	2032	"Male"
9	-455191	2032	"Male"
10	-460770	2032	"Male"
11	-466969	2032	"Male"
12	-474095	2032	"Male"
13	-482225	2032	"Male"
14	-491124	2032	"Male"
15	-500331	2032	"Male"
16	-509805	2032	"Male"
17	-519718	2032	"Male"
18	-530016	2032	"Male"
19	-540713	2032	"Male"
20	-551313	2032	"Male"
21	-560943	2032	"Male"
22	-569729	2032	"Male"
23	-578467	2032	"Male"
24	-581904	2032	"Male"
25	-578779	2032	"Male"
26	-565563	2032	"Male"
27	-568809	2032	"Male"
28	-587185	2032	"Male"
29	-598744	2032	"Male"
30	-608645	2032	"Male"
31	-616373	2032	"Male"
32	-615363	2032	"Male"
33	-652969	2032	"Male"
34	-655794	2032	"Male"
35	-656732	2032	"Male"
36	-668877	2032	"Male"
37	-671960	2032	"Male"
38	-620816	2032	"Male"
39	-614253	2032	"Male"
40	-624590	2032	"Male"
41	-612280	2032	"Male"
42	-603460	2032	"Male"
43	-613693	2032	"Male"
44	-640645	2032	"Male"
45	-662711	2032	"Male"
46	-678291	2032	"Male"
47	-698926	2032	"Male"
48	-717382	2032	"Male"
49	-720054	2032	"Male"
50	-721431	2032	"Male"
51	-739350	2032	"Male"
52	-771982	2032	"Male"
53	-757234	2032	"Male"
54	-782900	2032	"Male"
55	-803364	2032	"Male"
56	-828505	2032	"Male"
57	-873931	2032	"Male"
58	-931042	2032	"Male"
59	-931099	2032	"Male"
60	-905683	2032	"Male"
61	-878921	2032	"Male"
62	-851261	2032	"Male"
63	-848755	2032	"Male"
64	-826177	2032	"Male"
65	-771313	2032	"Male"
66	-676892	2032	"Male"
67	-771431	2032	"Male"
68	-739206	2032	"Male"
69	-711914	2032	"Male"
70	-684251	2032	"Male"
71	-675395	2032	"Male"
72	-672522	2032	"Male"
73	-674909	2032	"Male"
74	-645825	2032	"Male"
75	-627557	2032	"Male"
76	-645710	2032	"Male"
77	-647379	2032	"Male"
78	-641921	2032	"Male"
79	-657155	2032	"Male"
80	-668616	2032	"Male"
81	-683299	2032	"Male"
82	-703714	2032	"Male"
83	-714644	2032	"Male"
84	-661899	2032	"Male"
85	-543149	2032	"Male"
86	-358365	2032	"Male"
87	-363142	2032	"Male"
88	-375697	2032	"Male"
89	-332982	2032	"Male"
90	-301257	2032	"Male"
91	-253608	2032	"Male"
92	-197873	2032	"Male"
93	-149533	2032	"Male"
94	-132230	2032	"Male"
95	-110789	2032	"Male"
96	-87428	2032	"Male"
97	-65275	2032	"Male"
98	-48166	2032	"Male"
99	-35800	2032	"Male"
100	-70277	2032	"Male"
0	-427367	2033	"Male"
1	-428714	2033	"Male"
2	-430305	2033	"Male"
3	-432404	2033	"Male"
4	-434744	2033	"Male"
5	-436910	2033	"Male"
6	-439191	2033	"Male"
7	-441961	2033	"Male"
8	-445580	2033	"Male"
9	-450083	2033	"Male"
10	-455169	2033	"Male"
11	-460749	2033	"Male"
12	-466950	2033	"Male"
13	-474071	2033	"Male"
14	-482195	2033	"Male"
15	-491090	2033	"Male"
16	-500277	2033	"Male"
17	-509731	2033	"Male"
18	-519630	2033	"Male"
19	-529913	2033	"Male"
20	-540595	2033	"Male"
21	-551177	2033	"Male"
22	-560791	2033	"Male"
23	-569574	2033	"Male"
24	-578315	2033	"Male"
25	-581753	2033	"Male"
26	-578630	2033	"Male"
27	-565412	2033	"Male"
28	-568651	2033	"Male"
29	-587010	2033	"Male"
30	-598563	2033	"Male"
31	-608463	2033	"Male"
32	-616180	2033	"Male"
33	-615168	2033	"Male"
34	-652751	2033	"Male"
35	-655548	2033	"Male"
36	-656477	2033	"Male"
37	-668600	2033	"Male"
38	-671651	2033	"Male"
39	-620504	2033	"Male"
40	-613915	2033	"Male"
41	-624213	2033	"Male"
42	-611877	2033	"Male"
43	-603034	2033	"Male"
44	-613211	2033	"Male"
45	-640088	2033	"Male"
46	-662083	2033	"Male"
47	-677577	2033	"Male"
48	-698122	2033	"Male"
49	-716484	2033	"Male"
50	-719037	2033	"Male"
51	-720308	2033	"Male"
52	-738091	2033	"Male"
53	-770521	2033	"Male"
54	-755669	2033	"Male"
55	-781129	2033	"Male"
56	-801352	2033	"Male"
57	-826217	2033	"Male"
58	-871256	2033	"Male"
59	-927872	2033	"Male"
60	-927643	2033	"Male"
61	-902003	2033	"Male"
62	-874956	2033	"Male"
63	-847236	2033	"Male"
64	-844424	2033	"Male"
65	-821301	2033	"Male"
66	-766336	2033	"Male"
67	-672113	2033	"Male"
68	-765379	2033	"Male"
69	-732845	2033	"Male"
70	-705243	2033	"Male"
71	-677083	2033	"Male"
72	-667316	2033	"Male"
73	-663514	2033	"Male"
74	-664795	2033	"Male"
75	-634891	2033	"Male"
76	-615389	2033	"Male"
77	-631617	2033	"Male"
78	-631493	2033	"Male"
79	-624030	2033	"Male"
80	-636400	2033	"Male"
81	-644845	2033	"Male"
82	-656174	2033	"Male"
83	-672210	2033	"Male"
84	-678490	2033	"Male"
85	-624195	2033	"Male"
86	-508730	2033	"Male"
87	-333244	2033	"Male"
88	-334665	2033	"Male"
89	-342657	2033	"Male"
90	-300758	2033	"Male"
91	-269154	2033	"Male"
92	-223670	2033	"Male"
93	-171966	2033	"Male"
94	-127853	2033	"Male"
95	-111306	2033	"Male"
96	-91624	2033	"Male"
97	-70931	2033	"Male"
98	-51880	2033	"Male"
99	-37449	2033	"Male"
100	-76304	2033	"Male"
0	-425900	2034	"Male"
1	-427289	2034	"Male"
2	-428647	2034	"Male"
3	-430264	2034	"Male"
4	-432371	2034	"Male"
5	-434713	2034	"Male"
6	-436882	2034	"Male"
7	-439167	2034	"Male"
8	-441939	2034	"Male"
9	-445557	2034	"Male"
10	-450062	2034	"Male"
11	-455150	2034	"Male"
12	-460730	2034	"Male"
13	-466927	2034	"Male"
14	-474043	2034	"Male"
15	-482161	2034	"Male"
16	-491039	2034	"Male"
17	-500207	2034	"Male"
18	-509646	2034	"Male"
19	-519532	2034	"Male"
20	-529801	2034	"Male"
21	-540466	2034	"Male"
22	-551033	2034	"Male"
23	-560643	2034	"Male"
24	-569428	2034	"Male"
25	-578170	2034	"Male"
26	-581607	2034	"Male"
27	-578481	2034	"Male"
28	-565259	2034	"Male"
29	-568488	2034	"Male"
30	-586838	2034	"Male"
31	-598390	2034	"Male"
32	-608278	2034	"Male"
33	-615991	2034	"Male"
34	-614970	2034	"Male"
35	-652513	2034	"Male"
36	-655302	2034	"Male"
37	-656214	2034	"Male"
38	-668303	2034	"Male"
39	-671323	2034	"Male"
40	-620174	2034	"Male"
41	-613556	2034	"Male"
42	-623816	2034	"Male"
43	-611458	2034	"Male"
44	-602576	2034	"Male"
45	-612695	2034	"Male"
46	-639499	2034	"Male"
47	-661407	2034	"Male"
48	-676822	2034	"Male"
49	-697274	2034	"Male"
50	-715502	2034	"Male"
51	-717952	2034	"Male"
52	-719117	2034	"Male"
53	-736736	2034	"Male"
54	-768975	2034	"Male"
55	-754009	2034	"Male"
56	-779228	2034	"Male"
57	-799201	2034	"Male"
58	-823760	2034	"Male"
59	-868373	2034	"Male"
60	-924525	2034	"Male"
61	-923981	2034	"Male"
62	-898049	2034	"Male"
63	-870933	2034	"Male"
64	-843030	2034	"Male"
65	-839572	2034	"Male"
66	-816138	2034	"Male"
67	-761060	2034	"Male"
68	-666967	2034	"Male"
69	-758950	2034	"Male"
70	-726135	2034	"Male"
71	-698021	2034	"Male"
72	-669163	2034	"Male"
73	-658572	2034	"Male"
74	-653782	2034	"Male"
75	-653776	2034	"Male"
76	-622836	2034	"Male"
77	-602232	2034	"Male"
78	-616426	2034	"Male"
79	-614238	2034	"Male"
80	-604698	2034	"Male"
81	-614199	2034	"Male"
82	-619711	2034	"Male"
83	-627321	2034	"Male"
84	-638793	2034	"Male"
85	-640496	2034	"Male"
86	-585291	2034	"Male"
87	-473635	2034	"Male"
88	-307515	2034	"Male"
89	-305677	2034	"Male"
90	-309981	2034	"Male"
91	-269160	2034	"Male"
92	-237816	2034	"Male"
93	-194775	2034	"Male"
94	-147357	2034	"Male"
95	-107872	2034	"Male"
96	-92281	2034	"Male"
97	-74532	2034	"Male"
98	-56532	2034	"Male"
99	-40457	2034	"Male"
100	-82002	2034	"Male"
0	-424190	2035	"Male"
1	-425824	2035	"Male"
2	-427223	2035	"Male"
3	-428608	2035	"Male"
4	-430231	2035	"Male"
5	-432341	2035	"Male"
6	-434686	2035	"Male"
7	-436858	2035	"Male"
8	-439146	2035	"Male"
9	-441917	2035	"Male"
10	-445537	2035	"Male"
11	-450043	2035	"Male"
12	-455132	2035	"Male"
13	-460708	2035	"Male"
14	-466900	2035	"Male"
15	-474011	2035	"Male"
16	-482111	2035	"Male"
17	-490973	2035	"Male"
18	-500126	2035	"Male"
19	-509553	2035	"Male"
20	-519425	2035	"Male"
21	-529678	2035	"Male"
22	-540329	2035	"Male"
23	-550892	2035	"Male"
24	-560504	2035	"Male"
25	-569290	2035	"Male"
26	-578029	2035	"Male"
27	-581462	2035	"Male"
28	-578330	2035	"Male"
29	-565102	2035	"Male"
30	-568326	2035	"Male"
31	-586674	2035	"Male"
32	-598214	2035	"Male"
33	-608097	2035	"Male"
34	-615799	2035	"Male"
35	-614754	2035	"Male"
36	-652276	2035	"Male"
37	-655047	2035	"Male"
38	-655932	2035	"Male"
39	-667988	2035	"Male"
40	-670977	2035	"Male"
41	-619823	2035	"Male"
42	-613178	2035	"Male"
43	-623403	2035	"Male"
44	-611007	2035	"Male"
45	-602085	2035	"Male"
46	-612149	2035	"Male"
47	-638866	2035	"Male"
48	-660692	2035	"Male"
49	-676025	2035	"Male"
50	-696347	2035	"Male"
51	-714454	2035	"Male"
52	-716801	2035	"Male"
53	-717835	2035	"Male"
54	-735301	2035	"Male"
55	-767334	2035	"Male"
56	-752227	2035	"Male"
57	-777195	2035	"Male"
58	-796891	2035	"Male"
59	-821112	2035	"Male"
60	-865329	2035	"Male"
61	-920979	2035	"Male"
62	-920045	2035	"Male"
63	-894034	2035	"Male"
64	-866725	2035	"Male"
65	-838314	2035	"Male"
66	-834430	2035	"Male"
67	-810659	2035	"Male"
68	-755376	2035	"Male"
69	-661496	2035	"Male"
70	-752162	2035	"Male"
71	-718865	2035	"Male"
72	-690037	2035	"Male"
73	-660585	2035	"Male"
74	-649119	2035	"Male"
75	-643172	2035	"Male"
76	-641620	2035	"Male"
77	-609790	2035	"Male"
78	-588037	2035	"Male"
79	-599913	2035	"Male"
80	-595574	2035	"Male"
81	-583998	2035	"Male"
82	-590696	2035	"Male"
83	-592945	2035	"Male"
84	-596678	2035	"Male"
85	-603628	2035	"Male"
86	-601233	2035	"Male"
87	-545556	2035	"Male"
88	-437632	2035	"Male"
89	-281281	2035	"Male"
90	-276952	2035	"Male"
91	-277874	2035	"Male"
92	-238251	2035	"Male"
93	-207503	2035	"Male"
94	-167263	2035	"Male"
95	-124614	2035	"Male"
96	-89653	2035	"Male"
97	-75263	2035	"Male"
98	-59567	2035	"Male"
99	-44213	2035	"Male"
100	-88507	2035	"Male"
0	-422212	2036	"Male"
1	-424116	2036	"Male"
2	-425760	2036	"Male"
3	-427185	2036	"Male"
4	-428575	2036	"Male"
5	-430202	2036	"Male"
6	-432315	2036	"Male"
7	-434663	2036	"Male"
8	-436837	2036	"Male"
9	-439125	2036	"Male"
10	-441897	2036	"Male"
11	-445519	2036	"Male"
12	-450026	2036	"Male"
13	-455111	2036	"Male"
14	-460681	2036	"Male"
15	-466869	2036	"Male"
16	-473965	2036	"Male"
17	-482046	2036	"Male"
18	-490897	2036	"Male"
19	-500037	2036	"Male"
20	-509451	2036	"Male"
21	-519308	2036	"Male"
22	-529548	2036	"Male"
23	-540195	2036	"Male"
24	-550759	2036	"Male"
25	-560372	2036	"Male"
26	-569156	2036	"Male"
27	-577889	2036	"Male"
28	-581314	2036	"Male"
29	-578174	2036	"Male"
30	-564947	2036	"Male"
31	-568172	2036	"Male"
32	-586507	2036	"Male"
33	-598041	2036	"Male"
34	-607914	2036	"Male"
35	-615589	2036	"Male"
36	-614537	2036	"Male"
37	-652031	2036	"Male"
38	-654774	2036	"Male"
39	-655632	2036	"Male"
40	-667655	2036	"Male"
41	-670608	2036	"Male"
42	-619454	2036	"Male"
43	-612784	2036	"Male"
44	-622958	2036	"Male"
45	-610524	2036	"Male"
46	-601564	2036	"Male"
47	-611561	2036	"Male"
48	-638196	2036	"Male"
49	-659936	2036	"Male"
50	-675153	2036	"Male"
51	-695357	2036	"Male"
52	-713340	2036	"Male"
53	-715561	2036	"Male"
54	-716476	2036	"Male"
55	-733775	2036	"Male"
56	-765570	2036	"Male"
57	-750319	2036	"Male"
58	-775009	2036	"Male"
59	-794399	2036	"Male"
60	-818313	2036	"Male"
61	-862101	2036	"Male"
62	-917164	2036	"Male"
63	-916041	2036	"Male"
64	-889826	2036	"Male"
65	-862002	2036	"Male"
66	-833306	2036	"Male"
67	-828965	2036	"Male"
68	-804746	2036	"Male"
69	-749322	2036	"Male"
70	-655711	2036	"Male"
71	-744795	2036	"Male"
72	-710819	2036	"Male"
73	-681377	2036	"Male"
74	-651298	2036	"Male"
75	-638798	2036	"Male"
76	-631453	2036	"Male"
77	-628447	2036	"Male"
78	-595693	2036	"Male"
79	-572583	2036	"Male"
80	-582023	2036	"Male"
81	-575555	2036	"Male"
82	-562045	2036	"Male"
83	-565622	2036	"Male"
84	-564468	2036	"Male"
85	-564371	2036	"Male"
86	-567214	2036	"Male"
87	-561045	2036	"Male"
88	-504707	2036	"Male"
89	-400842	2036	"Male"
90	-255223	2036	"Male"
91	-248658	2036	"Male"
92	-246390	2036	"Male"
93	-208275	2036	"Male"
94	-178562	2036	"Male"
95	-141759	2036	"Male"
96	-103810	2036	"Male"
97	-73302	2036	"Male"
98	-60312	2036	"Male"
99	-46717	2036	"Male"
100	-96170	2036	"Male"
0	-419945	2037	"Male"
1	-422139	2037	"Male"
2	-424055	2037	"Male"
3	-425722	2037	"Male"
4	-427154	2037	"Male"
5	-428546	2037	"Male"
6	-430177	2037	"Male"
7	-432292	2037	"Male"
8	-434643	2037	"Male"
9	-436816	2037	"Male"
10	-439106	2037	"Male"
11	-441880	2037	"Male"
12	-445502	2037	"Male"
13	-450005	2037	"Male"
14	-455086	2037	"Male"
15	-460651	2037	"Male"
16	-466824	2037	"Male"
17	-473904	2037	"Male"
18	-481972	2037	"Male"
19	-490812	2037	"Male"
20	-499940	2037	"Male"
21	-509340	2037	"Male"
22	-519184	2037	"Male"
23	-529420	2037	"Male"
24	-540069	2037	"Male"
25	-550632	2037	"Male"
26	-560245	2037	"Male"
27	-569022	2037	"Male"
28	-577747	2037	"Male"
29	-581161	2037	"Male"
30	-578020	2037	"Male"
31	-564798	2037	"Male"
32	-568015	2037	"Male"
33	-586344	2037	"Male"
34	-597865	2037	"Male"
35	-607713	2037	"Male"
36	-615379	2037	"Male"
37	-614312	2037	"Male"
38	-651768	2037	"Male"
39	-654484	2037	"Male"
40	-655315	2037	"Male"
41	-667300	2037	"Male"
42	-670219	2037	"Male"
43	-619069	2037	"Male"
44	-612359	2037	"Male"
45	-622479	2037	"Male"
46	-610012	2037	"Male"
47	-601002	2037	"Male"
48	-610938	2037	"Male"
49	-637486	2037	"Male"
50	-659109	2037	"Male"
51	-674220	2037	"Male"
52	-694304	2037	"Male"
53	-712139	2037	"Male"
54	-714243	2037	"Male"
55	-715030	2037	"Male"
56	-732133	2037	"Male"
57	-763679	2037	"Male"
58	-748265	2037	"Male"
59	-772649	2037	"Male"
60	-791763	2037	"Male"
61	-815341	2037	"Male"
62	-858625	2037	"Male"
63	-913276	2037	"Male"
64	-911837	2037	"Male"
65	-885097	2037	"Male"
66	-856978	2037	"Male"
67	-827974	2037	"Male"
68	-823058	2037	"Male"
69	-798439	2037	"Male"
70	-742909	2037	"Male"
71	-649424	2037	"Male"
72	-736632	2037	"Male"
73	-702079	2037	"Male"
74	-671989	2037	"Male"
75	-641146	2037	"Male"
76	-627385	2037	"Male"
77	-618735	2037	"Male"
78	-614192	2037	"Male"
79	-580324	2037	"Male"
80	-555815	2037	"Male"
81	-562803	2037	"Male"
82	-554288	2037	"Male"
83	-538585	2037	"Male"
84	-538899	2037	"Male"
85	-534391	2037	"Male"
86	-530850	2037	"Male"
87	-529864	2037	"Male"
88	-519645	2037	"Male"
89	-462879	2037	"Male"
90	-364216	2037	"Male"
91	-229494	2037	"Male"
92	-220846	2037	"Male"
93	-215778	2037	"Male"
94	-179579	2037	"Male"
95	-151652	2037	"Male"
96	-118358	2037	"Male"
97	-85078	2037	"Male"
98	-58889	2037	"Male"
99	-47428	2037	"Male"
100	-103748	2037	"Male"
0	-417412	2038	"Male"
1	-419874	2038	"Male"
2	-422079	2038	"Male"
3	-424019	2038	"Male"
4	-425691	2038	"Male"
5	-427126	2038	"Male"
6	-428522	2038	"Male"
7	-430155	2038	"Male"
8	-432271	2038	"Male"
9	-434623	2038	"Male"
10	-436798	2038	"Male"
11	-439088	2038	"Male"
12	-441864	2038	"Male"
13	-445483	2038	"Male"
14	-449980	2038	"Male"
15	-455057	2038	"Male"
16	-460608	2038	"Male"
17	-466765	2038	"Male"
18	-473834	2038	"Male"
19	-481891	2038	"Male"
20	-490720	2038	"Male"
21	-499834	2038	"Male"
22	-509221	2038	"Male"
23	-519062	2038	"Male"
24	-529300	2038	"Male"
25	-539949	2038	"Male"
26	-550510	2038	"Male"
27	-560117	2038	"Male"
28	-568886	2038	"Male"
29	-577600	2038	"Male"
30	-581011	2038	"Male"
31	-577872	2038	"Male"
32	-564647	2038	"Male"
33	-567861	2038	"Male"
34	-586177	2038	"Male"
35	-597673	2038	"Male"
36	-607512	2038	"Male"
37	-615161	2038	"Male"
38	-614072	2038	"Male"
39	-651487	2038	"Male"
40	-654177	2038	"Male"
41	-654977	2038	"Male"
42	-666925	2038	"Male"
43	-669814	2038	"Male"
44	-618653	2038	"Male"
45	-611902	2038	"Male"
46	-621972	2038	"Male"
47	-609458	2038	"Male"
48	-600407	2038	"Male"
49	-610278	2038	"Male"
50	-636709	2038	"Male"
51	-658224	2038	"Male"
52	-673227	2038	"Male"
53	-693168	2038	"Male"
54	-710863	2038	"Male"
55	-712841	2038	"Male"
56	-713472	2038	"Male"
57	-730372	2038	"Male"
58	-761643	2038	"Male"
59	-746048	2038	"Male"
60	-770153	2038	"Male"
61	-788964	2038	"Male"
62	-812140	2038	"Male"
63	-855080	2038	"Male"
64	-909190	2038	"Male"
65	-907111	2038	"Male"
66	-880063	2038	"Male"
67	-851623	2038	"Male"
68	-822208	2038	"Male"
69	-816750	2038	"Male"
70	-791753	2038	"Male"
71	-735936	2038	"Male"
72	-642453	2038	"Male"
73	-727760	2038	"Male"
74	-692598	2038	"Male"
75	-661720	2038	"Male"
76	-629914	2038	"Male"
77	-614990	2038	"Male"
78	-604962	2038	"Male"
79	-598637	2038	"Male"
80	-563634	2038	"Male"
81	-537783	2038	"Male"
82	-542362	2038	"Male"
83	-531538	2038	"Male"
84	-513554	2038	"Male"
85	-510640	2038	"Male"
86	-503140	2038	"Male"
87	-496416	2038	"Male"
88	-491333	2038	"Male"
89	-477187	2038	"Male"
90	-421163	2038	"Male"
91	-327986	2038	"Male"
92	-204156	2038	"Male"
93	-193751	2038	"Male"
94	-186410	2038	"Male"
95	-152831	2038	"Male"
96	-126897	2038	"Male"
97	-97230	2038	"Male"
98	-68520	2038	"Male"
99	-46432	2038	"Male"
100	-109950	2038	"Male"
0	-414695	2039	"Male"
1	-417343	2039	"Male"
2	-419815	2039	"Male"
3	-422044	2039	"Male"
4	-423989	2039	"Male"
5	-425664	2039	"Male"
6	-427102	2039	"Male"
7	-428500	2039	"Male"
8	-430135	2039	"Male"
9	-432252	2039	"Male"
10	-434605	2039	"Male"
11	-436781	2039	"Male"
12	-439072	2039	"Male"
13	-441845	2039	"Male"
14	-445459	2039	"Male"
15	-449953	2039	"Male"
16	-455015	2039	"Male"
17	-460552	2039	"Male"
18	-466697	2039	"Male"
19	-473757	2039	"Male"
20	-481802	2039	"Male"
21	-490620	2039	"Male"
22	-499721	2039	"Male"
23	-509105	2039	"Male"
24	-518947	2039	"Male"
25	-529186	2039	"Male"
26	-539833	2039	"Male"
27	-550387	2039	"Male"
28	-559987	2039	"Male"
29	-568746	2039	"Male"
30	-577455	2039	"Male"
31	-580867	2039	"Male"
32	-577722	2039	"Male"
33	-564499	2039	"Male"
34	-567704	2039	"Male"
35	-585995	2039	"Male"
36	-597480	2039	"Male"
37	-607304	2039	"Male"
38	-614927	2039	"Male"
39	-613816	2039	"Male"
40	-651191	2039	"Male"
41	-653849	2039	"Male"
42	-654620	2039	"Male"
43	-666535	2039	"Male"
44	-669376	2039	"Male"
45	-618205	2039	"Male"
46	-611418	2039	"Male"
47	-621424	2039	"Male"
48	-608871	2039	"Male"
49	-599777	2039	"Male"
50	-609555	2039	"Male"
51	-635877	2039	"Male"
52	-657282	2039	"Male"
53	-672156	2039	"Male"
54	-691960	2039	"Male"
55	-709505	2039	"Male"
56	-711329	2039	"Male"
57	-711802	2039	"Male"
58	-728476	2039	"Male"
59	-759446	2039	"Male"
60	-743702	2039	"Male"
61	-767502	2039	"Male"
62	-785949	2039	"Male"
63	-808874	2039	"Male"
64	-851350	2039	"Male"
65	-904595	2039	"Male"
66	-902076	2039	"Male"
67	-874692	2039	"Male"
68	-845827	2039	"Male"
69	-816047	2039	"Male"
70	-810058	2039	"Male"
71	-784478	2039	"Male"
72	-728201	2039	"Male"
73	-634872	2039	"Male"
74	-718127	2039	"Male"
75	-682222	2039	"Male"
76	-650353	2039	"Male"
77	-617707	2039	"Male"
78	-601557	2039	"Male"
79	-589921	2039	"Male"
80	-581731	2039	"Male"
81	-545669	2039	"Male"
82	-518584	2039	"Male"
83	-520472	2039	"Male"
84	-507237	2039	"Male"
85	-487053	2039	"Male"
86	-481238	2039	"Male"
87	-470990	2039	"Male"
88	-460841	2039	"Male"
89	-451758	2039	"Male"
90	-434770	2039	"Male"
91	-379822	2039	"Male"
92	-292241	2039	"Male"
93	-179423	2039	"Male"
94	-167702	2039	"Male"
95	-158968	2039	"Male"
96	-128162	2039	"Male"
97	-104488	2039	"Male"
98	-78500	2039	"Male"
99	-54167	2039	"Male"
100	-113904	2039	"Male"
0	-411878	2040	"Male"
1	-414628	2040	"Male"
2	-417286	2040	"Male"
3	-419780	2040	"Male"
4	-422016	2040	"Male"
5	-423962	2040	"Male"
6	-425641	2040	"Male"
7	-427081	2040	"Male"
8	-428480	2040	"Male"
9	-430117	2040	"Male"
10	-432234	2040	"Male"
11	-434588	2040	"Male"
12	-436766	2040	"Male"
13	-439054	2040	"Male"
14	-441821	2040	"Male"
15	-445433	2040	"Male"
16	-449913	2040	"Male"
17	-454960	2040	"Male"
18	-460488	2040	"Male"
19	-466622	2040	"Male"
20	-473673	2040	"Male"
21	-481706	2040	"Male"
22	-490512	2040	"Male"
23	-499611	2040	"Male"
24	-508995	2040	"Male"
25	-518838	2040	"Male"
26	-529076	2040	"Male"
27	-539716	2040	"Male"
28	-550264	2040	"Male"
29	-559853	2040	"Male"
30	-568608	2040	"Male"
31	-577316	2040	"Male"
32	-580720	2040	"Male"
33	-577574	2040	"Male"
34	-564348	2040	"Male"
35	-567533	2040	"Male"
36	-585813	2040	"Male"
37	-597281	2040	"Male"
38	-607080	2040	"Male"
39	-614678	2040	"Male"
40	-613545	2040	"Male"
41	-650875	2040	"Male"
42	-653503	2040	"Male"
43	-654248	2040	"Male"
44	-666113	2040	"Male"
45	-668905	2040	"Male"
46	-617730	2040	"Male"
47	-610895	2040	"Male"
48	-620843	2040	"Male"
49	-608249	2040	"Male"
50	-599087	2040	"Male"
51	-608781	2040	"Male"
52	-634992	2040	"Male"
53	-656265	2040	"Male"
54	-671018	2040	"Male"
55	-690672	2040	"Male"
56	-708041	2040	"Male"
57	-709708	2040	"Male"
58	-710003	2040	"Male"
59	-726430	2040	"Male"
60	-757121	2040	"Male"
61	-741210	2040	"Male"
62	-764648	2040	"Male"
63	-782869	2040	"Male"
64	-805435	2040	"Male"
65	-847154	2040	"Male"
66	-899694	2040	"Male"
67	-896700	2040	"Male"
68	-868875	2040	"Male"
69	-839629	2040	"Male"
70	-809504	2040	"Male"
71	-802772	2040	"Male"
72	-776403	2040	"Male"
73	-719783	2040	"Male"
74	-626637	2040	"Male"
75	-707580	2040	"Male"
76	-670730	2040	"Male"
77	-637991	2040	"Male"
78	-604466	2040	"Male"
79	-586876	2040	"Male"
80	-573561	2040	"Male"
81	-563514	2040	"Male"
82	-526522	2040	"Male"
83	-498002	2040	"Male"
84	-497065	2040	"Male"
85	-481479	2040	"Male"
86	-459442	2040	"Male"
87	-450946	2040	"Male"
88	-437727	2040	"Male"
89	-424248	2040	"Male"
90	-412152	2040	"Male"
91	-392659	2040	"Male"
92	-338961	2040	"Male"
93	-257280	2040	"Male"
94	-155594	2040	"Male"
95	-143303	2040	"Male"
96	-133596	2040	"Male"
97	-105772	2040	"Male"
98	-84566	2040	"Male"
99	-62216	2040	"Male"
100	-122848	2040	"Male"
0	-408770	2041	"Male"
1	-411812	2041	"Male"
